,FB,FB,FB,FB,FB,SNAP,SNAP,SNAP,SNAP,SNAP,TWTR,TWTR,TWTR,TWTR,TWTR,PINS,PINS,PINS,PINS,PINS
,c,h,l,o,v,c,h,l,o,v,c,h,l,o,v,c,h,l,o,v
t,,,,,,,,,,,,,,,,,,,,
1575331200,198.82000732422,198.92999267578,195.08000183105,197.60000610352,13014170,14.920000076294,14.979999542236,14.159999847412,14.220000267029,19249900,29.969999313354,30.010000228882,29.479999542236,29.940000534058,16559336,18.430000305176,18.790000915527,18.409999847412,18.469999313354,8121847
1575417600,198.71000671387,200.0299987793,198.05000305176,200.0,8459939,15.0,15.079999923706,14.810000419617,14.989999771118,11210500,30.0,30.329999923706,29.909999847412,30.180000305176,9778965,18.370000839233,18.64999961853,18.239999771118,18.569999694824,8861247
1575504000,199.36000061035,201.28999328613,198.21000671387,199.86000061035,9755350,14.680000305176,15.159999847412,14.659999847412,15.050000190735,11987600,30.040000915527,30.360000610352,29.920000076294,30.079999923706,11069841,18.440000534058,18.60000038147,18.14999961853,18.370000839233,5905384
1575590400,201.05000305176,201.57000732422,200.05999755859,200.5,12279525,14.739999771118,14.949999809265,14.699999809265,14.859999656677,11223700,30.190000534058,30.469999313354,29.979999542236,30.35000038147,10877458,18.760000228882,18.799999237061,18.290000915527,18.479999542236,4907211
1575849600,201.33999633789,203.13999938965,200.21000671387,200.64999389648,12013218,14.229999542236,14.880000114441,14.210000038147,14.640000343323,20272400,30.209999084473,30.75,30.120000839233,30.120000839233,10062268,18.209999084473,19.040000915527,18.209999084473,18.760000228882,8068081
1575936000,200.86999511719,202.05000305176,200.14999389648,201.66000366211,9485568,14.090000152588,14.329999923706,13.970000267029,14.229999542236,20385700,29.840000152588,30.260000228882,29.770000457764,30.229999542236,12375761,17.989999771118,18.25,17.64999961853,18.209999084473,8829345
1576022400,202.25999450684,202.63000488281,200.2799987793,200.2799987793,8041827,14.229999542236,14.25,13.960000038147,14.010000228882,11705600,30.549999237061,30.60000038147,29.860000610352,29.950000762939,11013913,18.200000762939,18.260000228882,17.879999160767,17.889999389648,5820408
1576108800,196.75,203.66000366211,194.10000610352,202.35000610352,23766986,14.449999809265,14.470000267029,14.069999694824,14.159999847412,16450800,30.299999237061,30.590000152588,29.930000305176,30.469999313354,18921528,17.760000228882,18.180000305176,17.639999389648,18.120000839233,8857107
1576195200,194.11000061035,196.80000305176,193.16999816895,196.39999389648,18806020,15.090000152588,15.189999580383,14.579999923706,14.75,27837500,30.389999389648,30.610000610352,30.239999771118,30.239999771118,12844529,17.450000762939,17.979999542236,17.389999389648,17.75,7978568
1576454400,197.91999816895,199.11999511719,194.80999755859,195.27000427246,14922733,15.109999656677,15.229999542236,14.85000038147,15.210000038147,27311100,30.969999313354,31.280000686646,30.409999847412,30.520000457764,15862114,18.209999084473,18.409999847412,17.420000076294,17.5,12519223
1576540800,198.38999938965,199.0,196.13000488281,198.83999633789,10177605,15.10000038147,15.420000076294,15.050000190735,15.10000038147,23302900,30.700000762939,31.209999084473,30.629999160767,31.069999694824,11911259,18.209999084473,18.719999313354,17.969999313354,18.35000038147,10984417
1576627200,202.5,204.30000305176,200.08999633789,200.08999633789,23284746,15.109999656677,15.390000343323,15.060000419617,15.069999694824,16838400,31.680000305176,31.909999847412,30.629999160767,30.690000534058,19051476,18.530000686646,18.790000915527,18.219999313354,18.309999465942,9487285
1576713600,206.05999755859,206.30000305176,202.50999450684,202.7799987793,16808184,15.460000038147,15.470000267029,15.0,15.050000190735,21127000,32.029998779297,32.419998168945,31.610000610352,31.75,19906716,19.090000152588,19.39999961853,18.420000076294,18.530000686646,11655920
1576800000,206.30000305176,207.71000671387,203.42999267578,207.47999572754,27315226,15.550000190735,15.739999771118,15.289999961853,15.539999961853,24978400,32.130001068115,32.25,31.540000915527,32.119998931885,21859644,18.979999542236,19.479999542236,18.89999961853,19.299999237061,17460046
1577059200,206.17999267578,208.58999633789,205.67999267578,206.69999694824,13353194,15.489999771118,15.590000152588,15.229999542236,15.550000190735,19972600,32.430000305176,32.799999237061,31.989999771118,32.130001068115,13991866,18.389999389648,19.129999160767,18.319999694824,19.049999237061,9233174
1577145600,205.11999511719,206.78999328613,205.0,206.30000305176,6046273,15.609999656677,15.64999961853,15.380000114441,15.529999732971,8907900,32.5,32.709999084473,32.419998168945,32.439998626709,4290460,18.479999542236,18.579999923706,18.209999084473,18.35000038147,2014324
1577318400,207.78999328613,207.82000732422,205.30999755859,205.57000732422,9368273,15.970000267029,16.180000305176,15.5,15.60000038147,22710000,32.630001068115,32.889999389648,32.419998168945,32.590000152588,9807822,18.299999237061,18.659999847412,18.229999542236,18.5,3850317
1577404800,208.10000610352,208.92999267578,206.58999633789,208.66999816895,10287634,16.030000686646,16.180000305176,15.779999732971,16.079999923706,15000100,32.549999237061,32.840000152588,32.220001220703,32.75,10412931,18.489999771118,18.780000686646,18.190000534058,18.370000839233,5026162
1577664000,204.41000366211,207.89999389648,203.89999389648,207.86000061035,10534441,15.890000343323,16.170000076294,15.680000305176,16.049999237061,15615300,32.029998779297,32.5,31.819999694824,32.490001678467,9402711,18.110000610352,18.680000305176,18.040000915527,18.5,5480745
1577750400,205.25,205.55999755859,203.60000610352,204.0,8962756,16.329999923706,16.35000038147,15.770000457764,15.779999732971,18055200,32.049999237061,32.319999694824,31.770000457764,31.860000610352,11055160,18.639999389648,18.770000457764,18.030000686646,18.030000686646,5920219
1577923200,209.7799987793,209.78999328613,206.27000427246,206.75,12090707,16.780000686646,16.950000762939,16.459999084473,16.620000839233,26096300,32.299999237061,32.5,31.959999084473,32.310001373291,10694420,18.799999237061,19.10000038147,18.569999694824,18.799999237061,6335199
1578009600,208.66999816895,210.39999389648,206.94999694824,207.21000671387,11197416,16.75,17.10000038147,16.35000038147,16.430000305176,19783600,31.520000457764,32.099998474121,31.260000228882,31.709999084473,14440378,18.360000610352,18.709999084473,18.25,18.60000038147,5205968
1578268800,212.60000610352,212.7799987793,206.52000427246,206.69999694824,17073860,16.780000686646,16.790000915527,16.409999847412,16.64999961853,15980500,31.639999389648,31.709999084473,31.159999847412,31.229999542236,12585831,18.909999847412,19.35000038147,18.219999313354,18.270000457764,7984063
